# map | object_id | x | y | role | target | player-facing text
emberhaven | 16 | 94 | 58 | portal | maps.txt | The obelisk hums and the road ahead opens.
amberwood_gauntlet_2 | 804 | 25 | 210 | gate | stump-stair | A knot of roots grown across the way. It parts when the way behind you is quiet.
amberwood_gauntlet_2 | 805 | 22 | 170 | gate | twin-hollows | A knot of roots grown across the way. It parts when the way behind you is quiet.
amberwood_gauntlet_2 | 806 | 11 | 148 | gate | twin-hollows | A knot of roots grown across the way. It parts when the way behind you is quiet.
amberwood_gauntlet_2 | 807 | 33 | 148 | gate | twin-hollows | A knot of roots grown across the way. It parts when the way behind you is quiet.
amberwood_gauntlet_2 | 808 | 22 | 100 | gate | lantern-walk | An iron bar gate. It opens when the way behind you is quiet.
amberwood_gauntlet_2 | 809 | 22 | 60 | gate | boar-court | A knot of roots grown across the way. It parts when the way behind you is quiet.
amberwood_gauntlet_2 | 798 | 22 | 6 | cache | cache_amberwood_gauntlet | The run's cache. It opens once for each of you when the court is quiet.
amberwood_gauntlet_2 | 800 | 32 | 316 | waystone | home | The waystone home. Using it counts you out of the run.
amberwood_gauntlet_2 | 799 | 27 | 12 | waystone | home | The waystone home.
amberwood_gauntlet_2 | 861 | 21 | 314 | information | lore | Rules of the road: One party at a time on each road. Die and you wake outside; leave by a waystone and the road counts you out. The court is the end of it.
amberwood_gauntlet_2 | 862 | 17 | 303 | information | lore | The charcoal road: Burners cut this road so the carts could run under the canopy in the rains. The boars found it before the carts did.
amberwood_gauntlet_2 | 863 | 16 | 5 | information | lore | The court is quiet: Whoever reads this walked the whole road. The cache is yours; the waystone is the way home.
amberwood_gauntlet_3 | 801 | 26 | 312 | gate | undercut | A knot of roots grown across the way. It parts when the way behind you is quiet.
amberwood_gauntlet_3 | 802 | 29 | 284 | gate | root-cellar | A knot of roots grown across the way. It parts when the way behind you is quiet.
amberwood_gauntlet_3 | 803 | 25 | 252 | gate | sap-bridge | An iron bar gate. It opens when the way behind you is quiet.
amberwood_gauntlet_3 | 804 | 25 | 210 | gate | stump-stair | A knot of roots grown across the way. It parts when the way behind you is quiet.
amberwood_gauntlet_3 | 805 | 22 | 170 | gate | twin-hollows | A knot of roots grown across the way. It parts when the way behind you is quiet.
amberwood_gauntlet_3 | 806 | 11 | 148 | gate | twin-hollows | A knot of roots grown across the way. It parts when the way behind you is quiet.
amberwood_gauntlet_3 | 807 | 33 | 148 | gate | twin-hollows | A knot of roots grown across the way. It parts when the way behind you is quiet.
amberwood_gauntlet_3 | 808 | 22 | 100 | gate | lantern-walk | An iron bar gate. It opens when the way behind you is quiet.
amberwood_gauntlet_3 | 809 | 22 | 60 | gate | boar-court | A knot of roots grown across the way. It parts when the way behind you is quiet.
amberwood_gauntlet_3 | 798 | 22 | 6 | cache | cache_amberwood_gauntlet | The run's cache. It opens once for each of you when the court is quiet.
amberwood_gauntlet_3 | 800 | 32 | 316 | waystone | home | The waystone home. Using it counts you out of the run.
amberwood_gauntlet_3 | 799 | 27 | 12 | waystone | home | The waystone home.
amberwood_gauntlet_3 | 861 | 21 | 314 | information | lore | Rules of the road: One party at a time on each road. Die and you wake outside; leave by a waystone and the road counts you out. The court is the end of it.
amberwood_gauntlet_3 | 862 | 17 | 303 | information | lore | The charcoal road: Burners cut this road so the carts could run under the canopy in the rains. The boars found it before the carts did.
amberwood_gauntlet_3 | 863 | 16 | 5 | information | lore | The court is quiet: Whoever reads this walked the whole road. The cache is yours; the waystone is the way home.
whitehorn_gauntlet | 801 | 24 | 312 | gate | cascade-cave | A wall of ice across the way. It cracks open when the way behind you is quiet.
whitehorn_gauntlet | 802 | 28 | 280 | gate | first-riser | A wall of ice across the way. It cracks open when the way behind you is quiet.
whitehorn_gauntlet | 803 | 25 | 240 | gate | icefall-span | An iron bar gate. It opens when the way behind you is quiet.
whitehorn_gauntlet | 804 | 25 | 198 | gate | snowline-hall | A wall of ice across the way. It cracks open when the way behind you is quiet.
whitehorn_gauntlet | 805 | 22 | 170 | gate | twin-crevasses | A wall of ice across the way. It cracks open when the way behind you is quiet.
whitehorn_gauntlet | 806 | 11 | 148 | gate | twin-crevasses | A wall of ice across the way. It cracks open when the way behind you is quiet.
whitehorn_gauntlet | 807 | 33 | 148 | gate | twin-crevasses | A wall of ice across the way. It cracks open when the way behind you is quiet.
whitehorn_gauntlet | 808 | 22 | 100 | gate | last-riser | An iron bar gate. It opens when the way behind you is quiet.
whitehorn_gauntlet | 809 | 19 | 60 | gate | rime-court | A wall of ice across the way. It cracks open when the way behind you is quiet.
whitehorn_gauntlet | 798 | 19 | 6 | cache | cache_whitehorn_gauntlet | The run's cache. It opens once for each of you when the court is quiet.
whitehorn_gauntlet | 800 | 30 | 316 | waystone | home | The waystone home. Using it counts you out of the run.
whitehorn_gauntlet | 799 | 24 | 12 | waystone | home | The waystone home.
whitehorn_gauntlet | 861 | 19 | 314 | information | lore | Rules of the stair: One party at a time. The dead wake at the mine mouth. The waystones count you out. The court at the top is the end of it.
whitehorn_gauntlet | 862 | 13 | 303 | information | lore | The miners' stair: Two hundred steps were cut into the ice so the silver could come down in winter. The silver still comes down. The miners do not.
whitehorn_gauntlet | 863 | 13 | 5 | information | lore | The court is quiet: Whoever reads this walked the whole road. The cache is yours; the waystone is the way home.
whitehorn_gauntlet_2 | 801 | 24 | 312 | gate | cascade-cave | A wall of ice across the way. It cracks open when the way behind you is quiet.
whitehorn_gauntlet_2 | 802 | 28 | 280 | gate | first-riser | A wall of ice across the way. It cracks open when the way behind you is quiet.
whitehorn_gauntlet_2 | 803 | 25 | 240 | gate | icefall-span | An iron bar gate. It opens when the way behind you is quiet.
whitehorn_gauntlet_2 | 804 | 25 | 198 | gate | snowline-hall | A wall of ice across the way. It cracks open when the way behind you is quiet.
whitehorn_gauntlet_2 | 805 | 22 | 170 | gate | twin-crevasses | A wall of ice across the way. It cracks open when the way behind you is quiet.
whitehorn_gauntlet_2 | 806 | 11 | 148 | gate | twin-crevasses | A wall of ice across the way. It cracks open when the way behind you is quiet.
whitehorn_gauntlet_2 | 807 | 33 | 148 | gate | twin-crevasses | A wall of ice across the way. It cracks open when the way behind you is quiet.
whitehorn_gauntlet_2 | 808 | 22 | 100 | gate | last-riser | An iron bar gate. It opens when the way behind you is quiet.
whitehorn_gauntlet_2 | 809 | 19 | 60 | gate | rime-court | A wall of ice across the way. It cracks open when the way behind you is quiet.
whitehorn_gauntlet_2 | 798 | 19 | 6 | cache | cache_whitehorn_gauntlet | The run's cache. It opens once for each of you when the court is quiet.
whitehorn_gauntlet_2 | 800 | 30 | 316 | waystone | home | The waystone home. Using it counts you out of the run.
whitehorn_gauntlet_2 | 799 | 24 | 12 | waystone | home | The waystone home.
whitehorn_gauntlet_2 | 861 | 19 | 314 | information | lore | Rules of the stair: One party at a time. The dead wake at the mine mouth. The waystones count you out. The court at the top is the end of it.
whitehorn_gauntlet_2 | 862 | 13 | 303 | information | lore | The miners' stair: Two hundred steps were cut into the ice so the silver could come down in winter. The silver still comes down. The miners do not.
whitehorn_gauntlet_2 | 863 | 13 | 5 | information | lore | The court is quiet: Whoever reads this walked the whole road. The cache is yours; the waystone is the way home.
whitehorn_gauntlet_3 | 801 | 24 | 312 | gate | cascade-cave | A wall of ice across the way. It cracks open when the way behind you is quiet.
whitehorn_gauntlet_3 | 802 | 28 | 280 | gate | first-riser | A wall of ice across the way. It cracks open when the way behind you is quiet.
whitehorn_gauntlet_3 | 803 | 25 | 240 | gate | icefall-span | An iron bar gate. It opens when the way behind you is quiet.
whitehorn_gauntlet_3 | 804 | 25 | 198 | gate | snowline-hall | A wall of ice across the way. It cracks open when the way behind you is quiet.
whitehorn_gauntlet_3 | 805 | 22 | 170 | gate | twin-crevasses | A wall of ice across the way. It cracks open when the way behind you is quiet.
whitehorn_gauntlet_3 | 806 | 11 | 148 | gate | twin-crevasses | A wall of ice across the way. It cracks open when the way behind you is quiet.
whitehorn_gauntlet_3 | 807 | 33 | 148 | gate | twin-crevasses | A wall of ice across the way. It cracks open when the way behind you is quiet.
whitehorn_gauntlet_3 | 808 | 22 | 100 | gate | last-riser | An iron bar gate. It opens when the way behind you is quiet.
whitehorn_gauntlet_3 | 809 | 19 | 60 | gate | rime-court | A wall of ice across the way. It cracks open when the way behind you is quiet.
whitehorn_gauntlet_3 | 798 | 19 | 6 | cache | cache_whitehorn_gauntlet | The run's cache. It opens once for each of you when the court is quiet.
whitehorn_gauntlet_3 | 800 | 30 | 316 | waystone | home | The waystone home. Using it counts you out of the run.
whitehorn_gauntlet_3 | 799 | 24 | 12 | waystone | home | The waystone home.
whitehorn_gauntlet_3 | 861 | 19 | 314 | information | lore | Rules of the stair: One party at a time. The dead wake at the mine mouth. The waystones count you out. The court at the top is the end of it.
whitehorn_gauntlet_3 | 862 | 13 | 303 | information | lore | The miners' stair: Two hundred steps were cut into the ice so the silver could come down in winter. The silver still comes down. The miners do not.
whitehorn_gauntlet_3 | 863 | 13 | 5 | information | lore | The court is quiet: Whoever reads this walked the whole road. The cache is yours; the waystone is the way home.
ssarathi_gauntlet | 801 | 15 | 312 | gate | water-gate | A jade door, sealed. It opens when the way behind you is quiet.
ssarathi_gauntlet | 802 | 18 | 284 | gate | lily-causeway | An iron bar gate. It opens when the way behind you is quiet.
ssarathi_gauntlet | 803 | 18 | 242 | gate | hatchery | A jade door, sealed. It opens when the way behind you is quiet.
ssarathi_gauntlet | 804 | 22 | 210 | gate | serpent-gallery | A jade door, sealed. It opens when the way behind you is quiet.
ssarathi_gauntlet | 805 | 22 | 170 | gate | two-mouths | A jade door, sealed. It opens when the way behind you is quiet.
ssarathi_gauntlet | 806 | 11 | 148 | gate | two-mouths | A jade door, sealed. It opens when the way behind you is quiet.
ssarathi_gauntlet | 807 | 33 | 148 | gate | two-mouths | A jade door, sealed. It opens when the way behind you is quiet.
ssarathi_gauntlet | 808 | 22 | 100 | gate | sun-stair | An iron bar gate. It opens when the way behind you is quiet.
ssarathi_gauntlet | 809 | 19 | 60 | gate | coiled-court | A jade door, sealed. It opens when the way behind you is quiet.
ssarathi_gauntlet | 798 | 19 | 6 | cache | cache_ssarathi_gauntlet | The run's cache. It opens once for each of you when the court is quiet.
ssarathi_gauntlet | 800 | 21 | 316 | waystone | home | The waystone home. Using it counts you out of the run.
ssarathi_gauntlet | 799 | 24 | 12 | waystone | home | The waystone home.
ssarathi_gauntlet | 861 | 10 | 314 | information | lore | Rules of the causeway: One party at a time. The dead wake at the water gate. Waystones count you out. The court is the end of it.
ssarathi_gauntlet | 862 | 6 | 303 | information | lore | The procession: Once a year the lineage walked the causeway with the sun. The rest of the year the causeway belonged to what they fed.
ssarathi_gauntlet | 863 | 13 | 5 | information | lore | The court is quiet: Whoever reads this walked the whole road. The cache is yours; the waystone is the way home.
ssarathi_gauntlet_2 | 801 | 15 | 312 | gate | water-gate | A jade door, sealed. It opens when the way behind you is quiet.
ssarathi_gauntlet_2 | 802 | 18 | 284 | gate | lily-causeway | An iron bar gate. It opens when the way behind you is quiet.
ssarathi_gauntlet_2 | 803 | 18 | 242 | gate | hatchery | A jade door, sealed. It opens when the way behind you is quiet.
ssarathi_gauntlet_2 | 804 | 22 | 210 | gate | serpent-gallery | A jade door, sealed. It opens when the way behind you is quiet.
ssarathi_gauntlet_2 | 805 | 22 | 170 | gate | two-mouths | A jade door, sealed. It opens when the way behind you is quiet.
ssarathi_gauntlet_2 | 806 | 11 | 148 | gate | two-mouths | A jade door, sealed. It opens when the way behind you is quiet.
ssarathi_gauntlet_2 | 807 | 33 | 148 | gate | two-mouths | A jade door, sealed. It opens when the way behind you is quiet.
ssarathi_gauntlet_2 | 808 | 22 | 100 | gate | sun-stair | An iron bar gate. It opens when the way behind you is quiet.
ssarathi_gauntlet_2 | 809 | 19 | 60 | gate | coiled-court | A jade door, sealed. It opens when the way behind you is quiet.
ssarathi_gauntlet_2 | 798 | 19 | 6 | cache | cache_ssarathi_gauntlet | The run's cache. It opens once for each of you when the court is quiet.
ssarathi_gauntlet_2 | 800 | 21 | 316 | waystone | home | The waystone home. Using it counts you out of the run.
ssarathi_gauntlet_2 | 799 | 24 | 12 | waystone | home | The waystone home.
ssarathi_gauntlet_2 | 861 | 10 | 314 | information | lore | Rules of the causeway: One party at a time. The dead wake at the water gate. Waystones count you out. The court is the end of it.
ssarathi_gauntlet_2 | 862 | 6 | 303 | information | lore | The procession: Once a year the lineage walked the causeway with the sun. The rest of the year the causeway belonged to what they fed.
ssarathi_gauntlet_2 | 863 | 13 | 5 | information | lore | The court is quiet: Whoever reads this walked the whole road. The cache is yours; the waystone is the way home.
ssarathi_gauntlet_3 | 801 | 15 | 312 | gate | water-gate | A jade door, sealed. It opens when the way behind you is quiet.
ssarathi_gauntlet_3 | 802 | 18 | 284 | gate | lily-causeway | An iron bar gate. It opens when the way behind you is quiet.
ssarathi_gauntlet_3 | 803 | 18 | 242 | gate | hatchery | A jade door, sealed. It opens when the way behind you is quiet.
ssarathi_gauntlet_3 | 804 | 22 | 210 | gate | serpent-gallery | A jade door, sealed. It opens when the way behind you is quiet.
ssarathi_gauntlet_3 | 805 | 22 | 170 | gate | two-mouths | A jade door, sealed. It opens when the way behind you is quiet.
ssarathi_gauntlet_3 | 806 | 11 | 148 | gate | two-mouths | A jade door, sealed. It opens when the way behind you is quiet.
ssarathi_gauntlet_3 | 807 | 33 | 148 | gate | two-mouths | A jade door, sealed. It opens when the way behind you is quiet.
ssarathi_gauntlet_3 | 808 | 22 | 100 | gate | sun-stair | An iron bar gate. It opens when the way behind you is quiet.
ssarathi_gauntlet_3 | 809 | 19 | 60 | gate | coiled-court | A jade door, sealed. It opens when the way behind you is quiet.
ssarathi_gauntlet_3 | 798 | 19 | 6 | cache | cache_ssarathi_gauntlet | The run's cache. It opens once for each of you when the court is quiet.
ssarathi_gauntlet_3 | 800 | 21 | 316 | waystone | home | The waystone home. Using it counts you out of the run.
ssarathi_gauntlet_3 | 799 | 24 | 12 | waystone | home | The waystone home.
ssarathi_gauntlet_3 | 861 | 10 | 314 | information | lore | Rules of the causeway: One party at a time. The dead wake at the water gate. Waystones count you out. The court is the end of it.
ssarathi_gauntlet_3 | 862 | 6 | 303 | information | lore | The procession: Once a year the lineage walked the causeway with the sun. The rest of the year the causeway belonged to what they fed.
ssarathi_gauntlet_3 | 863 | 13 | 5 | information | lore | The court is quiet: Whoever reads this walked the whole road. The cache is yours; the waystone is the way home.
grey_moors_gauntlet | 801 | 29 | 312 | gate | peat-cut | A stone slab across the way. It slides when the way behind you is quiet.
grey_moors_gauntlet | 802 | 29 | 272 | gate | first-barrow | A stone slab across the way. It slides when the way behind you is quiet.
grey_moors_gauntlet | 803 | 25 | 240 | gate | bog-board | An iron bar gate. It opens when the way behind you is quiet.
grey_moors_gauntlet | 804 | 25 | 198 | gate | fifth-chamber | A stone slab across the way. It slides when the way behind you is quiet.
grey_moors_gauntlet | 805 | 22 | 170 | gate | split-barrow | A stone slab across the way. It slides when the way behind you is quiet.
grey_moors_gauntlet | 806 | 11 | 148 | gate | split-barrow | A stone slab across the way. It slides when the way behind you is quiet.
grey_moors_gauntlet | 807 | 33 | 148 | gate | split-barrow | A stone slab across the way. It slides when the way behind you is quiet.
grey_moors_gauntlet | 808 | 22 | 100 | gate | reeve-stair | An iron bar gate. It opens when the way behind you is quiet.
grey_moors_gauntlet | 809 | 19 | 60 | gate | reeve-hall | A stone slab across the way. It slides when the way behind you is quiet.
grey_moors_gauntlet | 798 | 19 | 6 | cache | cache_grey_moors_gauntlet | The run's cache. It opens once for each of you when the court is quiet.
grey_moors_gauntlet | 800 | 35 | 316 | waystone | home | The waystone home. Using it counts you out of the run.
grey_moors_gauntlet | 799 | 24 | 12 | waystone | home | The waystone home.
grey_moors_gauntlet | 861 | 24 | 314 | information | lore | Rules of the run: One party at a time. The dead wake at the barrow field. Waystones count you out. The hall is the end of it.
grey_moors_gauntlet | 862 | 25 | 303 | information | lore | The joined barrows: Nine barrows and one road between them under the peat, dug so the families could visit their dead without crossing the moor at night.
grey_moors_gauntlet | 863 | 13 | 5 | information | lore | The court is quiet: Whoever reads this walked the whole road. The cache is yours; the waystone is the way home.
grey_moors_gauntlet_2 | 801 | 29 | 312 | gate | peat-cut | A stone slab across the way. It slides when the way behind you is quiet.
grey_moors_gauntlet_2 | 802 | 29 | 272 | gate | first-barrow | A stone slab across the way. It slides when the way behind you is quiet.
grey_moors_gauntlet_2 | 803 | 25 | 240 | gate | bog-board | An iron bar gate. It opens when the way behind you is quiet.
grey_moors_gauntlet_2 | 804 | 25 | 198 | gate | fifth-chamber | A stone slab across the way. It slides when the way behind you is quiet.
grey_moors_gauntlet_2 | 805 | 22 | 170 | gate | split-barrow | A stone slab across the way. It slides when the way behind you is quiet.
grey_moors_gauntlet_2 | 806 | 11 | 148 | gate | split-barrow | A stone slab across the way. It slides when the way behind you is quiet.
grey_moors_gauntlet_2 | 807 | 33 | 148 | gate | split-barrow | A stone slab across the way. It slides when the way behind you is quiet.
grey_moors_gauntlet_2 | 808 | 22 | 100 | gate | reeve-stair | An iron bar gate. It opens when the way behind you is quiet.
grey_moors_gauntlet_2 | 809 | 19 | 60 | gate | reeve-hall | A stone slab across the way. It slides when the way behind you is quiet.
grey_moors_gauntlet_2 | 798 | 19 | 6 | cache | cache_grey_moors_gauntlet | The run's cache. It opens once for each of you when the court is quiet.
grey_moors_gauntlet_2 | 800 | 35 | 316 | waystone | home | The waystone home. Using it counts you out of the run.
grey_moors_gauntlet_2 | 799 | 24 | 12 | waystone | home | The waystone home.
grey_moors_gauntlet_2 | 861 | 24 | 314 | information | lore | Rules of the run: One party at a time. The dead wake at the barrow field. Waystones count you out. The hall is the end of it.
grey_moors_gauntlet_2 | 862 | 25 | 303 | information | lore | The joined barrows: Nine barrows and one road between them under the peat, dug so the families could visit their dead without crossing the moor at night.
grey_moors_gauntlet_2 | 863 | 13 | 5 | information | lore | The court is quiet: Whoever reads this walked the whole road. The cache is yours; the waystone is the way home.
grey_moors_gauntlet_3 | 801 | 29 | 312 | gate | peat-cut | A stone slab across the way. It slides when the way behind you is quiet.
grey_moors_gauntlet_3 | 802 | 29 | 272 | gate | first-barrow | A stone slab across the way. It slides when the way behind you is quiet.
grey_moors_gauntlet_3 | 803 | 25 | 240 | gate | bog-board | An iron bar gate. It opens when the way behind you is quiet.
grey_moors_gauntlet_3 | 804 | 25 | 198 | gate | fifth-chamber | A stone slab across the way. It slides when the way behind you is quiet.
grey_moors_gauntlet_3 | 805 | 22 | 170 | gate | split-barrow | A stone slab across the way. It slides when the way behind you is quiet.
grey_moors_gauntlet_3 | 806 | 11 | 148 | gate | split-barrow | A stone slab across the way. It slides when the way behind you is quiet.
grey_moors_gauntlet_3 | 807 | 33 | 148 | gate | split-barrow | A stone slab across the way. It slides when the way behind you is quiet.
grey_moors_gauntlet_3 | 808 | 22 | 100 | gate | reeve-stair | An iron bar gate. It opens when the way behind you is quiet.
grey_moors_gauntlet_3 | 809 | 19 | 60 | gate | reeve-hall | A stone slab across the way. It slides when the way behind you is quiet.
grey_moors_gauntlet_3 | 798 | 19 | 6 | cache | cache_grey_moors_gauntlet | The run's cache. It opens once for each of you when the court is quiet.
grey_moors_gauntlet_3 | 800 | 35 | 316 | waystone | home | The waystone home. Using it counts you out of the run.
grey_moors_gauntlet_3 | 799 | 24 | 12 | waystone | home | The waystone home.
grey_moors_gauntlet_3 | 861 | 24 | 314 | information | lore | Rules of the run: One party at a time. The dead wake at the barrow field. Waystones count you out. The hall is the end of it.
grey_moors_gauntlet_3 | 862 | 25 | 303 | information | lore | The joined barrows: Nine barrows and one road between them under the peat, dug so the families could visit their dead without crossing the moor at night.
grey_moors_gauntlet_3 | 863 | 13 | 5 | information | lore | The court is quiet: Whoever reads this walked the whole road. The cache is yours; the waystone is the way home.
crownwater_gauntlet | 801 | 15 | 312 | gate | customs-arcade | An iron bar gate. It opens when the way behind you is quiet.
crownwater_gauntlet | 802 | 18 | 284 | gate | bell-walk | An iron bar gate. It opens when the way behind you is quiet.
crownwater_gauntlet | 803 | 18 | 242 | gate | cistern | A portcullis, down. It lifts when the way behind you is quiet.
crownwater_gauntlet | 804 | 22 | 210 | gate | long-arcade | A portcullis, down. It lifts when the way behind you is quiet.
crownwater_gauntlet | 805 | 22 | 170 | gate | two-sluices | A portcullis, down. It lifts when the way behind you is quiet.
crownwater_gauntlet | 806 | 11 | 148 | gate | two-sluices | A portcullis, down. It lifts when the way behind you is quiet.
crownwater_gauntlet | 807 | 33 | 148 | gate | two-sluices | A portcullis, down. It lifts when the way behind you is quiet.
crownwater_gauntlet | 808 | 22 | 100 | gate | campanile-stair | An iron bar gate. It opens when the way behind you is quiet.
crownwater_gauntlet | 809 | 19 | 60 | gate | bell-court | A portcullis, down. It lifts when the way behind you is quiet.
crownwater_gauntlet | 798 | 19 | 6 | cache | cache_crownwater_gauntlet | The run's cache. It opens once for each of you when the court is quiet.
crownwater_gauntlet | 800 | 21 | 316 | waystone | home | The waystone home. Using it counts you out of the run.
crownwater_gauntlet | 799 | 24 | 12 | waystone | home | The waystone home.
crownwater_gauntlet | 861 | 10 | 314 | information | lore | Rules of the arcades: One party at a time. The dead wake at the customs hall. Waystones count you out. The court is the end of it.
crownwater_gauntlet | 862 | 6 | 303 | information | lore | The arcades: The customs house kept its arcades dry for three hundred years. The eleventh bell rang, the crown went under, and the arcades went with it.
crownwater_gauntlet | 863 | 13 | 5 | information | lore | The court is quiet: Whoever reads this walked the whole road. The cache is yours; the waystone is the way home.
crownwater_gauntlet_2 | 801 | 15 | 312 | gate | customs-arcade | An iron bar gate. It opens when the way behind you is quiet.
crownwater_gauntlet_2 | 802 | 18 | 284 | gate | bell-walk | An iron bar gate. It opens when the way behind you is quiet.
crownwater_gauntlet_2 | 803 | 18 | 242 | gate | cistern | A portcullis, down. It lifts when the way behind you is quiet.
crownwater_gauntlet_2 | 804 | 22 | 210 | gate | long-arcade | A portcullis, down. It lifts when the way behind you is quiet.
crownwater_gauntlet_2 | 805 | 22 | 170 | gate | two-sluices | A portcullis, down. It lifts when the way behind you is quiet.
crownwater_gauntlet_2 | 806 | 11 | 148 | gate | two-sluices | A portcullis, down. It lifts when the way behind you is quiet.
crownwater_gauntlet_2 | 807 | 33 | 148 | gate | two-sluices | A portcullis, down. It lifts when the way behind you is quiet.
crownwater_gauntlet_2 | 808 | 22 | 100 | gate | campanile-stair | An iron bar gate. It opens when the way behind you is quiet.
crownwater_gauntlet_2 | 809 | 19 | 60 | gate | bell-court | A portcullis, down. It lifts when the way behind you is quiet.
crownwater_gauntlet_2 | 798 | 19 | 6 | cache | cache_crownwater_gauntlet | The run's cache. It opens once for each of you when the court is quiet.
crownwater_gauntlet_2 | 800 | 21 | 316 | waystone | home | The waystone home. Using it counts you out of the run.
crownwater_gauntlet_2 | 799 | 24 | 12 | waystone | home | The waystone home.
crownwater_gauntlet_2 | 861 | 10 | 314 | information | lore | Rules of the arcades: One party at a time. The dead wake at the customs hall. Waystones count you out. The court is the end of it.
crownwater_gauntlet_2 | 862 | 6 | 303 | information | lore | The arcades: The customs house kept its arcades dry for three hundred years. The eleventh bell rang, the crown went under, and the arcades went with it.
crownwater_gauntlet_2 | 863 | 13 | 5 | information | lore | The court is quiet: Whoever reads this walked the whole road. The cache is yours; the waystone is the way home.
crownwater_gauntlet_3 | 801 | 15 | 312 | gate | customs-arcade | An iron bar gate. It opens when the way behind you is quiet.
crownwater_gauntlet_3 | 802 | 18 | 284 | gate | bell-walk | An iron bar gate. It opens when the way behind you is quiet.
crownwater_gauntlet_3 | 803 | 18 | 242 | gate | cistern | A portcullis, down. It lifts when the way behind you is quiet.
crownwater_gauntlet_3 | 804 | 22 | 210 | gate | long-arcade | A portcullis, down. It lifts when the way behind you is quiet.
crownwater_gauntlet_3 | 805 | 22 | 170 | gate | two-sluices | A portcullis, down. It lifts when the way behind you is quiet.
crownwater_gauntlet_3 | 806 | 11 | 148 | gate | two-sluices | A portcullis, down. It lifts when the way behind you is quiet.
crownwater_gauntlet_3 | 807 | 33 | 148 | gate | two-sluices | A portcullis, down. It lifts when the way behind you is quiet.
crownwater_gauntlet_3 | 808 | 22 | 100 | gate | campanile-stair | An iron bar gate. It opens when the way behind you is quiet.
crownwater_gauntlet_3 | 809 | 19 | 60 | gate | bell-court | A portcullis, down. It lifts when the way behind you is quiet.
crownwater_gauntlet_3 | 798 | 19 | 6 | cache | cache_crownwater_gauntlet | The run's cache. It opens once for each of you when the court is quiet.
crownwater_gauntlet_3 | 800 | 21 | 316 | waystone | home | The waystone home. Using it counts you out of the run.
crownwater_gauntlet_3 | 799 | 24 | 12 | waystone | home | The waystone home.
crownwater_gauntlet_3 | 861 | 10 | 314 | information | lore | Rules of the arcades: One party at a time. The dead wake at the customs hall. Waystones count you out. The court is the end of it.
crownwater_gauntlet_3 | 862 | 6 | 303 | information | lore | The arcades: The customs house kept its arcades dry for three hundred years. The eleventh bell rang, the crown went under, and the arcades went with it.
crownwater_gauntlet_3 | 863 | 13 | 5 | information | lore | The court is quiet: Whoever reads this walked the whole road. The cache is yours; the waystone is the way home.
sunmane_gauntlet | 801 | 25 | 311 | gate | wind-cut | An iron bar gate. It opens when the way behind you is quiet.
sunmane_gauntlet | 802 | 28 | 283 | gate | horse-cave | A stone slab across the way. It slides when the way behind you is quiet.
sunmane_gauntlet | 803 | 24 | 251 | gate | ridge-path | An iron bar gate. It opens when the way behind you is quiet.
sunmane_gauntlet | 804 | 24 | 209 | gate | scree-stair | A stone slab across the way. It slides when the way behind you is quiet.
sunmane_gauntlet | 805 | 21 | 169 | gate | forked-wash | A stone slab across the way. It slides when the way behind you is quiet.
sunmane_gauntlet | 806 | 10 | 147 | gate | forked-wash | A stone slab across the way. It slides when the way behind you is quiet.
sunmane_gauntlet | 807 | 32 | 147 | gate | forked-wash | A stone slab across the way. It slides when the way behind you is quiet.
sunmane_gauntlet | 808 | 21 | 99 | gate | long-wash | An iron bar gate. It opens when the way behind you is quiet.
sunmane_gauntlet | 809 | 21 | 59 | gate | sun-court | A stone slab across the way. It slides when the way behind you is quiet.
sunmane_gauntlet | 798 | 21 | 6 | cache | cache_sunmane_gauntlet | The run's cache. It opens once for each of you when the court is quiet.
sunmane_gauntlet | 800 | 31 | 315 | waystone | home | The waystone home. Using it counts you out of the run.
sunmane_gauntlet | 799 | 26 | 11 | waystone | home | The waystone home.
sunmane_gauntlet | 861 | 20 | 313 | information | lore | Rules of the wash: One party at a time. The dead wake at the east gate. Waystones count you out. The court is the end of it.
sunmane_gauntlet | 862 | 16 | 302 | information | lore | The wash: When the rains come the wash runs a horse deep for an hour. The rest of the year it is the only shade for a day's ride, and everything knows it.
sunmane_gauntlet | 863 | 15 | 4 | information | lore | The court is quiet: Whoever reads this walked the whole road. The cache is yours; the waystone is the way home.
sunmane_gauntlet_2 | 801 | 25 | 311 | gate | wind-cut | An iron bar gate. It opens when the way behind you is quiet.
sunmane_gauntlet_2 | 802 | 28 | 283 | gate | horse-cave | A stone slab across the way. It slides when the way behind you is quiet.
sunmane_gauntlet_2 | 803 | 24 | 251 | gate | ridge-path | An iron bar gate. It opens when the way behind you is quiet.
sunmane_gauntlet_2 | 804 | 24 | 209 | gate | scree-stair | A stone slab across the way. It slides when the way behind you is quiet.
sunmane_gauntlet_2 | 805 | 21 | 169 | gate | forked-wash | A stone slab across the way. It slides when the way behind you is quiet.
sunmane_gauntlet_2 | 806 | 10 | 147 | gate | forked-wash | A stone slab across the way. It slides when the way behind you is quiet.
sunmane_gauntlet_2 | 807 | 32 | 147 | gate | forked-wash | A stone slab across the way. It slides when the way behind you is quiet.
sunmane_gauntlet_2 | 808 | 21 | 99 | gate | long-wash | An iron bar gate. It opens when the way behind you is quiet.
